Orthogroup	Wisteria	Phaseolus
OG0012862	TransABySS.k45.R615229.p1	TRINITY_DN11648_c0_g1_i11.p1
OG0012863	TRINITY_DN1599_c0_g1_i7.p1	TRINITY_DN37491_c0_g1_i8.p1
OG0012864	TransABySS.k55.R494627.p1	SPADES.k25.NODE_2121_length_3640_cov_121.887967_g848_i2.p2
OG0012865	TRINITY_DN22491_c0_g1_i1.p1	TRINITY_DN34754_c0_g1_i1.p1
OG0012866	TransABySS.k55.S255798.p1	Velvet.k55.NODE_95292_length_991_cov_41.587284.p1
OG0012867	TRINITY_DN2205_c1_g1_i10.p1	SPADES.k25.NODE_21131_length_1578_cov_69.880232_g10818_i0.p1
OG0012868	SOAP.k35.scaffold30382.p1	TransABySS.k25.J358894.p1
OG0012869	TransABySS.k25.R1185970.p1	TRINITY_DN13543_c0_g2_i2.p1
OG0012870	TRINITY_DN2289_c0_g1_i1.p1	TRINITY_DN18613_c0_g1_i1.p1
OG0012871	TRINITY_DN636_c0_g1_i3.p1, SPADES.k25.NODE_4309_length_4224_cov_103.118600_g1251_i2.p1	TRINITY_DN13154_c0_g2_i2.p1
OG0012873	TransABySS.k25.S1243451.p1	SPADES.k65.NODE_10529_length_1974_cov_32.592981_g7055_i0.p1
OG0012874	TRINITY_DN10138_c0_g1_i4.p1	TRINITY_DN11220_c0_g1_i5.p1
OG0012876	TRINITY_DN2040_c0_g1_i52.p1	TRINITY_DN1706_c0_g1_i47.p1
OG0012877	TransABySS.k65.S408060.p1	TransABySS.k55.S192443.p1
OG0012878	SPADES.k45.NODE_74367_length_971_cov_85.917927_g14277_i1.p1	SOAP.k65.C73683.p1
OG0012880	Velvet.k45.NODE_200352_length_466_cov_20.982832.p1	SPADES.k25.NODE_18102_length_1730_cov_57.975953_g9453_i0.p1
OG0012881	TRINITY_DN13558_c0_g1_i2.p1	TRINITY_DN6039_c1_g2_i1.p1
OG0012882	SPADES.k55.NODE_54963_length_1332_cov_68.802662_g12051_i1.p1	SOAP.k65.C85468.p1
OG0012883	TRINITY_DN18634_c0_g1_i1.p1	SPADES.k25.NODE_2789_length_3382_cov_56.389634_g1370_i1.p1, SPADES.k35.NODE_4318_length_2946_cov_57.958090_g2632_i0.p1
OG0012884	SOAP.k45.scaffold6676.p1	TRINITY_DN3351_c0_g1_i1.p1
OG0012885	TRINITY_DN1673_c0_g1_i43.p1	SPADES.k65.NODE_19839_length_1357_cov_55.691176_g12520_i0.p1
OG0012887	TransABySS.k55.S502854.p1	TRINITY_DN2615_c0_g1_i3.p1
OG0012889	SPADES.k35.NODE_44908_length_1767_cov_50.474596_g15979_i0.p1	Velvet.k65.NODE_12684_length_542_cov_46.531364.p1
OG0012890	SPADES.k25.NODE_55917_length_1460_cov_89.251568_g19267_i0.p1	SPADES.k55.NODE_24906_length_1185_cov_60.316814_g14567_i0.p1
OG0012891	TRINITY_DN118_c0_g1_i13.p1	Velvet.k65.NODE_125283_length_1124_cov_60.946621.p1
OG0012892	TransABySS.k35.J804382.p2	SOAP.k35.C263418.p1
OG0012893	TransABySS.k35.R781748.p1	TRINITY_DN5179_c0_g1_i16.p1
OG0012895	TransABySS.k55.S477038.p1	TransABySS.k35.S280045.p1
OG0012896	SOAP.k45.C592244.p1	SOAP.k55.C113678.p1
OG0012898	TransABySS.k45.S660862.p1	TRINITY_DN9233_c0_g1_i4.p1
OG0012900	TransABySS.k35.R792235.p1	TRINITY_DN12564_c0_g1_i7.p1
OG0012902	SOAP.k35.scaffold19941.p1, SOAP.k45.scaffold38665.p1	TRINITY_DN6404_c0_g2_i1.p1
OG0012904	SOAP.k35.C781991.p1	SPADES.k35.NODE_39528_length_805_cov_60.531169_g20460_i0.p1
OG0012905	TransABySS.k25.S1241848.p1	SPADES.k25.NODE_11008_length_2184_cov_43.848541_g5982_i0.p1
OG0012906	TRINITY_DN4094_c0_g1_i7.p1	TRINITY_DN4224_c0_g1_i5.p1
OG0012907	TransABySS.k35.J820416.p1	SOAP.k45.C201223.p1
OG0012908	TransABySS.k25.R1167433.p1	SOAP.k65.C92136.p1
OG0012909	TRINITY_DN710_c0_g1_i42.p1	SPADES.k35.NODE_23062_length_1426_cov_89.199137_g10361_i1.p1
OG0012910	SOAP.k65.scaffold22189.p1	Velvet.k55.NODE_58356_length_1105_cov_60.516743.p1
OG0012912	SOAP.k55.scaffold12156.p1	SOAP.k65.C62991.p1
OG0012913	SPADES.k65.NODE_30430_length_2002_cov_64.562210_g13350_i0.p1	SPADES.k35.NODE_11946_length_2056_cov_62.762989_g3483_i1.p1
OG0012915	TransABySS.k35.S833821.p1	TRINITY_DN31630_c0_g1_i1.p1
OG0012917	TransABySS.k55.R487815.p1	SOAP.k45.C197693.p1
OG0012918	SOAP.k25.C1261438.p1	TransABySS.k25.S373902.p1
OG0012919	TRINITY_DN8000_c0_g1_i2.p1	TransABySS.k35.J256746.p1
OG0012920	TransABySS.k25.R1183454.p1	TRINITY_DN3979_c0_g4_i5.p1
OG0012921	SOAP.k55.C501881.p1	TRINITY_DN1168_c0_g1_i34.p1
OG0012923	TransABySS.k35.R786849.p1	SPADES.k45.NODE_9133_length_2252_cov_76.038967_g5581_i0.p1
OG0012924	SOAP.k25.C1273292.p1	SPADES.k25.NODE_19182_length_1673_cov_65.337379_g9955_i0.p2
OG0012925	SPADES.k25.NODE_30629_length_2159_cov_88.617151_g11072_i0.p1	SPADES.k65.NODE_13140_length_1768_cov_41.352907_g7440_i1.p1
OG0012926	TransABySS.k35.R782611.p1	TRINITY_DN2383_c0_g1_i1.p1
OG0012927	TransABySS.k55.S549524.p1	Velvet.k65.NODE_159903_length_652_cov_61.955521.p1
OG0012928	TransABySS.k35.R785016.p1	TransABySS.k25.R368146.p1
OG0012931	TransABySS.k25.R1175583.p1	SPADES.k35.NODE_14996_length_1850_cov_52.899174_g7541_i1.p1
OG0012932	TransABySS.k25.J1180654.p1	TRINITY_DN22216_c0_g1_i2.p1
OG0012933	TRINITY_DN1133_c0_g1_i4.p1	SOAP.k25.C567238.p1
OG0012934	TransABySS.k45.R606437.p1	SOAP.k25.scaffold16496.p1
OG0012936	TransABySS.k65.S379979.p1	SPADES.k55.NODE_35291_length_755_cov_55.938571_g20619_i0.p1
OG0012938	TransABySS.k35.R798533.p1	TRINITY_DN1675_c0_g2_i3.p1
OG0012939	TransABySS.k25.S1227133.p1	TRINITY_DN15950_c0_g1_i1.p1
OG0012940	SPADES.k45.NODE_58054_length_1350_cov_69.521073_g6030_i6.p1	Velvet.k65.NODE_65316_length_863_cov_68.490150.p1
OG0012941	TransABySS.k25.S1176179.p1	TRINITY_DN60242_c0_g1_i1.p1
OG0012942	TransABySS.k45.J609644.p1	TRINITY_DN8883_c0_g1_i7.p1
OG0012943	TransABySS.k45.R601191.p1	TransABySS.k25.S380734.p1
OG0012944	TransABySS.k35.S809248.p1	TRINITY_DN7917_c0_g2_i3.p1
OG0012945	TransABySS.k65.J396495.p1	SPADES.k65.NODE_636_length_4552_cov_45.119902_g422_i0.p1
OG0012946	SPADES.k35.NODE_24875_length_2479_cov_95.800736_g1721_i2.p1	TRINITY_DN6670_c0_g1_i3.p1
OG0012947	TransABySS.k25.S1191557.p1	SPADES.k55.NODE_30625_length_940_cov_18.905085_g17642_i0.p1
OG0012948	TRINITY_DN3850_c0_g1_i1.p1	SOAP.k35.C238982.p1
OG0012949	TransABySS.k55.R483597.p1	TRINITY_DN21206_c0_g1_i1.p1
OG0012950	TransABySS.k25.R1175893.p1	TransABySS.k25.J374154.p1
OG0012951	SPADES.k25.NODE_128981_length_325_cov_81.973333_g67319_i0.p2, TransABySS.k45.J637427.p1	TRINITY_DN35385_c0_g1_i2.p1
OG0012952	SPADES.k65.NODE_73378_length_797_cov_46.266393_g26455_i1.p1	SOAP.k25.C574670.p1
OG0012953	TRINITY_DN27755_c0_g1_i2.p1	SOAP.k55.C141466.p1
OG0012954	SPADES.k45.NODE_44531_length_1719_cov_95.035842_g4034_i2.p1	TRINITY_DN8_c1_g3_i10.p1
OG0012955	TransABySS.k65.S383904.p1	SPADES.k25.NODE_54290_length_497_cov_18.947034_g29789_i0.p1
OG0012956	TransABySS.k35.R792157.p1	Velvet.k55.NODE_60967_length_2714_cov_61.824612.p1
OG0012957	TransABySS.k65.R400848.p1	SOAP.k25.scaffold13447.p1
OG0012958	SPADES.k25.NODE_29847_length_2189_cov_12.205638_g10822_i0.p1	TRINITY_DN36505_c0_g2_i1.p1
OG0012960	Velvet.k25.NODE_10003340_length_746_cov_8.737266.p1	Velvet.k65.NODE_80826_length_846_cov_59.169029.p1
OG0012961	SOAP.k25.C1280244.p1	SPADES.k25.NODE_53901_length_505_cov_8.854167_g29435_i0.p1, SPADES.k25.NODE_17444_length_1764_cov_43.787809_g9138_i0.p1
OG0012962	TransABySS.k25.R1169155.p1	SPADES.k25.NODE_344_length_5405_cov_84.371933_g213_i0.p1
OG0012963	TransABySS.k35.S762610.p1	SPADES.k25.NODE_30298_length_1198_cov_45.524297_g14879_i0.p1
OG0012964	TRINITY_DN2235_c1_g1_i3.p1	TRINITY_DN8332_c0_g1_i4.p1
OG0012965	TransABySS.k45.R616657.p1	SPADES.k55.NODE_15579_length_1676_cov_70.796422_g4447_i1.p1
OG0012966	SOAP.k65.C353733.p1	SOAP.k65.C94346.p1
OG0012967	SOAP.k25.scaffold34493.p1	TRINITY_DN450_c0_g1_i1.p1
OG0012968	SOAP.k25.scaffold31661.p1, TransABySS.k65.R413644.p1	SPADES.k45.NODE_18229_length_1600_cov_66.389068_g10558_i1.p1
OG0012969	TRINITY_DN741_c0_g1_i22.p1	SPADES.k35.NODE_15768_length_1801_cov_92.088335_g1958_i4.p1
OG0012970	TransABySS.k55.S490102.p1	TRINITY_DN11010_c0_g1_i7.p1
OG0012971	TRINITY_DN9733_c0_g1_i1.p1, TRINITY_DN9733_c0_g1_i2.p1	TransABySS.k25.R371528.p1
OG0012972	SPADES.k55.NODE_27181_length_2229_cov_72.419963_g10697_i1.p1	SPADES.k35.NODE_12834_length_1990_cov_70.140665_g3448_i1.p1
OG0012973	TransABySS.k35.S783160.p1	TRINITY_DN5200_c0_g1_i2.p1
OG0012974	SPADES.k25.NODE_45024_length_1726_cov_20.718401_g15706_i0.p1	TRINITY_DN20785_c0_g1_i8.p1, Velvet.k55.NODE_167763_length_1340_cov_49.510448.p1
OG0012976	SPADES.k25.NODE_14273_length_2971_cov_26.196198_g5640_i0.p1	TRINITY_DN47366_c0_g1_i2.p1
OG0012977	TransABySS.k65.R391992.p1	TRINITY_DN22570_c0_g1_i2.p1
OG0012978	TransABySS.k45.S605264.p1	Velvet.k55.NODE_71306_length_370_cov_65.735138.p1
OG0012979	TransABySS.k45.S674767.p1	Velvet.k25.NODE_1519073_length_954_cov_44.419289.p1
OG0012980	TRINITY_DN20237_c0_g1_i2.p1	TRINITY_DN5107_c0_g1_i5.p1
OG0012981	TransABySS.k25.J1193170.p1	SPADES.k55.NODE_11628_length_1954_cov_40.580305_g7420_i0.p1
OG0012982	TransABySS.k65.R399547.p1	TransABySS.k25.J370264.p1
OG0012983	SOAP.k55.C511151.p1	SPADES.k25.NODE_14487_length_1931_cov_88.072403_g7064_i1.p1
OG0012984	TransABySS.k25.R1175314.p1	SPADES.k25.NODE_24699_length_1420_cov_69.897491_g12393_i0.p1
OG0012985	SOAP.k65.scaffold11677.p1	SOAP.k55.scaffold5001.p1
OG0012986	TransABySS.k55.R501294.p1	TransABySS.k25.S386829.p1
OG0012987	SPADES.k25.NODE_82635_length_944_cov_106.633297_g30038_i1.p1	TransABySS.k35.J265822.p1
OG0012988	SPADES.k25.NODE_3293_length_4507_cov_32.583445_g1458_i0.p1	SPADES.k65.NODE_609_length_4579_cov_52.697164_g336_i1.p1
OG0012989	TransABySS.k35.R774199.p1	TRINITY_DN431_c1_g2_i4.p1
OG0012990	TransABySS.k45.R605299.p1	SOAP.k65.C91930.p1
OG0012991	TransABySS.k65.S94818.p1	TRINITY_DN23869_c0_g1_i1.p1
OG0012992	SPADES.k65.NODE_57987_length_1162_cov_55.307201_g8446_i3.p1	SPADES.k45.NODE_29382_length_1083_cov_67.033719_g15926_i0.p1
OG0012993	TransABySS.k25.R1172649.p1	TRINITY_DN13260_c0_g1_i3.p1
OG0012995	TRINITY_DN48469_c0_g1_i1.p1	TRINITY_DN14057_c0_g1_i2.p1
OG0012996	TransABySS.k25.J1189651.p1	TRINITY_DN2251_c0_g1_i8.p1
OG0012997	SPADES.k45.NODE_73960_length_980_cov_15.745455_g26971_i0.p2, TRINITY_DN23279_c0_g1_i2.p5, Velvet.k45.NODE_229509_length_431_cov_13.470998.p1	TRINITY_DN33941_c0_g1_i1.p1
OG0012998	SPADES.k55.NODE_12654_length_3108_cov_76.498526_g3298_i1.p1	SPADES.k25.NODE_6337_length_2667_cov_92.913323_g3526_i0.p1
OG0013000	TransABySS.k45.S32348.p1	TRINITY_DN54903_c0_g1_i1.p1
OG0013001	SPADES.k25.NODE_71251_length_1147_cov_43.460784_g25087_i0.p1	TRINITY_DN31523_c0_g1_i1.p1
OG0013002	TransABySS.k25.R1187608.p1	TRINITY_DN6105_c0_g1_i1.p1
OG0013003	TRINITY_DN4328_c0_g1_i9.p1	TRINITY_DN3520_c0_g1_i3.p1
OG0013004	SOAP.k65.C349653.p1	SPADES.k25.NODE_20044_length_1629_cov_93.311721_g9463_i1.p1
OG0013005	SOAP.k65.scaffold11548.p1	SPADES.k25.NODE_13441_length_2002_cov_95.978250_g7199_i0.p1
OG0013006	TransABySS.k25.R1200701.p1	SPADES.k65.NODE_19583_length_1371_cov_42.375957_g12370_i0.p1
OG0013007	TransABySS.k25.R1194155.p1	TransABySS.k25.S390756.p1
OG0013008	SPADES.k45.NODE_9961_length_3474_cov_85.506853_g4569_i0.p1	TransABySS.k25.S380744.p1
OG0013009	SOAP.k25.C1263382.p1	SPADES.k25.NODE_36809_length_976_cov_101.609884_g9100_i3.p1
OG0013010	TransABySS.k25.R1177827.p1	SOAP.k35.C263814.p1
OG0013012	TransABySS.k45.R606011.p1	TRINITY_DN11147_c1_g1_i24.p1
OG0013013	TransABySS.k25.S1240321.p1	TRINITY_DN44748_c0_g1_i1.p1
OG0013014	TransABySS.k45.R604129.p1	TransABySS.k25.S372730.p1
OG0013015	TransABySS.k65.S477092.p1	SPADES.k45.NODE_16980_length_1669_cov_63.265394_g7537_i1.p1
OG0013016	SOAP.k35.scaffold40506.p1	TRINITY_DN10666_c0_g1_i4.p1
OG0013017	TransABySS.k45.S660382.p1	TRINITY_DN1048_c0_g1_i15.p1
OG0013019	TRINITY_DN2361_c0_g1_i21.p1	SOAP.k45.C191838.p1
OG0013020	TransABySS.k55.R506881.p1	TRINITY_DN1273_c0_g1_i3.p1
OG0013023	SPADES.k25.NODE_48233_length_1644_cov_30.826436_g16705_i0.p1	SPADES.k25.NODE_43515_length_778_cov_40.375830_g21502_i0.p1
OG0013024	SOAP.k55.C477717.p1	TRINITY_DN263_c2_g1_i1.p1
OG0013025	TRINITY_DN32215_c0_g1_i1.p1	SPADES.k25.NODE_60138_length_391_cov_59.825137_g35430_i0.p1, SPADES.k25.NODE_50101_length_596_cov_13.429072_g26130_i0.p1
OG0013025	SPADES.k55.NODE_21814_length_2486_cov_24.382147_g9628_i0.p2	SPADES.k35.NODE_39403_length_810_cov_24.747097_g20388_i0.p1
OG0013027	TRINITY_DN3119_c0_g1_i6.p1	TRINITY_DN24709_c0_g1_i5.p1
OG0013028	TRINITY_DN3597_c0_g1_i36.p1	TRINITY_DN3898_c0_g1_i4.p1
OG0013029	TransABySS.k35.J793692.p1	TransABySS.k25.J377286.p1
OG0013030	TransABySS.k25.R1172443.p1	TRINITY_DN1778_c0_g1_i29.p1
OG0013031	TransABySS.k35.R784564.p1	SPADES.k25.NODE_25312_length_1394_cov_100.605551_g9444_i2.p1
OG0013032	TransABySS.k65.S427301.p1	TRINITY_DN6946_c0_g2_i2.p1
OG0013033	SPADES.k25.NODE_2449_length_4806_cov_76.386321_g1028_i1.p2, TransABySS.k25.R1163484.p2	TRINITY_DN515_c0_g1_i16.p1
OG0013034	TransABySS.k65.R406563.p1	TransABySS.k65.S179650.p1
OG0013035	TransABySS.k25.J1192283.p1	TRINITY_DN1414_c1_g1_i4.p1
OG0013036	TRINITY_DN1242_c0_g1_i15.p1	TRINITY_DN7807_c0_g1_i2.p1
OG0013037	TransABySS.k65.J404908.p1	TransABySS.k35.S277265.p1
OG0013038	TransABySS.k25.R1187877.p1	TRINITY_DN8323_c0_g1_i10.p1
OG0013039	SOAP.k45.scaffold34265.p1	TransABySS.k45.S214329.p1
OG0013040	SOAP.k45.C591092.p1	SPADES.k25.NODE_39952_length_878_cov_92.307151_g19516_i0.p1
OG0013041	TransABySS.k45.J645712.p1	TRINITY_DN31372_c0_g1_i2.p1
OG0013042	TransABySS.k25.S1231443.p1	TRINITY_DN59952_c0_g1_i1.p1
OG0013044	SPADES.k25.NODE_26516_length_2318_cov_32.060619_g9739_i0.p1	TRINITY_DN4452_c0_g1_i16.p1
OG0013045	TransABySS.k25.R1163594.p1	SPADES.k25.NODE_17806_length_1744_cov_103.845841_g9302_i0.p1
OG0013046	TransABySS.k25.R1178161.p1	TransABySS.k25.R362444.p1
OG0013047	TransABySS.k25.R1172418.p1	SPADES.k25.NODE_38036_length_939_cov_87.109409_g18504_i0.p1
OG0013050	TransABySS.k55.S525899.p1	SPADES.k45.NODE_33961_length_906_cov_73.533101_g18247_i0.p1
OG0013051	SPADES.k25.NODE_46717_length_1682_cov_129.265540_g2955_i5.p1	SOAP.k45.C200843.p1
OG0013052	TransABySS.k25.R1204027.p1	SPADES.k25.NODE_42490_length_808_cov_10.208174_g20900_i0.p1
OG0013053	TRINITY_DN4084_c0_g1_i9.p1	SOAP.k45.scaffold4702.p1
OG0013054	SOAP.k55.C510805.p1	TRINITY_DN3890_c0_g2_i1.p1
OG0013055	TRINITY_DN13330_c1_g1_i1.p1	SPADES.k25.NODE_18862_length_1690_cov_82.915916_g9237_i1.p1
OG0013057	SPADES.k55.NODE_54469_length_1345_cov_34.900775_g20583_i0.p2	SOAP.k25.scaffold14499.p2
OG0013058	TRINITY_DN15341_c0_g1_i6.p1	TRINITY_DN35378_c0_g2_i3.p1
OG0013059	TransABySS.k25.R1169745.p1	TRINITY_DN5031_c0_g1_i5.p1
OG0013061	SOAP.k55.scaffold35100.p1	SPADES.k65.NODE_14781_length_1656_cov_54.945317_g9326_i1.p1
OG0013062	TransABySS.k35.S783056.p1	SPADES.k25.NODE_34344_length_1059_cov_90.381044_g15769_i1.p1
OG0013063	TransABySS.k35.R786176.p1	SOAP.k55.C131767.p1
OG0013065	TransABySS.k25.R1177024.p1	TRINITY_DN3509_c0_g1_i5.p1
OG0013066	TRINITY_DN4499_c0_g1_i3.p1	SPADES.k45.NODE_20456_length_1482_cov_77.222686_g11640_i0.p1
OG0013067	TransABySS.k65.R409934.p1	SOAP.k25.C576014.p1
OG0013068	TransABySS.k55.S119438.p1	SPADES.k45.NODE_19490_length_1533_cov_76.781586_g8608_i1.p1
OG0013069	TransABySS.k45.J650835.p1	TRINITY_DN3737_c0_g1_i3.p1
OG0013070	SOAP.k55.C508537.p1	TransABySS.k25.R366772.p1
OG0013071	SOAP.k55.C506075.p1	SOAP.k65.C88982.p1
OG0013072	SOAP.k25.C1263596.p1	TransABySS.k25.S375877.p1
OG0013073	SOAP.k35.scaffold10869.p1	SPADES.k25.NODE_31884_length_1145_cov_100.065179_g9670_i2.p1
OG0013074	TransABySS.k45.S701616.p1	TRINITY_DN5281_c0_g2_i1.p1
OG0013077	TransABySS.k25.S1225707.p1	SOAP.k55.scaffold2568.p1
OG0013078	SOAP.k55.scaffold11768.p1	TransABySS.k25.S375390.p1
OG0013079	SOAP.k65.C362013.p1	SPADES.k25.NODE_1283_length_4095_cov_99.951597_g484_i1.p1
OG0013080	TransABySS.k25.S538364.p1	TRINITY_DN26731_c0_g1_i3.p1
OG0013081	TransABySS.k25.R1189481.p1	TRINITY_DN14762_c0_g1_i2.p1
OG0013082	TransABySS.k25.S986673.p1	TRINITY_DN63247_c0_g1_i1.p1
OG0013083	TransABySS.k25.R1181524.p1	TRINITY_DN19415_c0_g1_i2.p1
OG0013084	SOAP.k35.C757197.p1	SOAP.k65.C82494.p1
OG0013085	TransABySS.k55.S554869.p1	TRINITY_DN1456_c2_g1_i1.p1
OG0013086	SPADES.k25.NODE_34692_length_2020_cov_69.956892_g12413_i0.p1	Velvet.k35.NODE_124295_length_425_cov_32.882355.p1, SPADES.k25.NODE_57201_length_441_cov_32.495192_g32558_i0.p1
OG0013087	TRINITY_DN1679_c1_g1_i3.p1	TransABySS.k25.S384088.p1
OG0013090	TRINITY_DN11133_c0_g1_i1.p1	SPADES.k65.NODE_12497_length_1815_cov_43.820000_g8254_i0.p1
OG0013092	TRINITY_DN42596_c1_g2_i2.p1	SPADES.k35.NODE_28840_length_1179_cov_75.717657_g15055_i0.p1
OG0013094	TransABySS.k25.R1189640.p1	TRINITY_DN7536_c0_g1_i2.p1
OG0013096	TransABySS.k25.R1176407.p1	SOAP.k25.scaffold3061.p1, SPADES.k65.NODE_2364_length_3290_cov_52.756589_g1634_i1.p1
OG0013097	TransABySS.k35.R803017.p1	SOAP.k35.C259572.p1
OG0013098	TransABySS.k25.S1155365.p1	TRINITY_DN18513_c0_g1_i3.p1
OG0013099	TransABySS.k25.R1191787.p1	TRINITY_DN31293_c0_g1_i6.p1
OG0013100	TransABySS.k25.R1187928.p1	TransABySS.k25.R367772.p1
OG0013101	TRINITY_DN35520_c0_g1_i1.p1	Velvet.k45.NODE_733491_length_392_cov_7.022959.p1
OG0013102	TRINITY_DN1778_c0_g1_i62.p1	TRINITY_DN15569_c1_g1_i2.p1
OG0013103	TransABySS.k25.S1190641.p1	TRINITY_DN13233_c0_g1_i3.p1
OG0013104	TransABySS.k25.R1175524.p1	TRINITY_DN467_c0_g1_i8.p1
OG0013105	SOAP.k55.scaffold35108.p1	TransABySS.k25.J369763.p1
OG0013106	TransABySS.k25.S1244799.p1	TRINITY_DN20798_c0_g1_i1.p1
OG0013107	TransABySS.k65.J421919.p1	TRINITY_DN6658_c0_g1_i8.p1
OG0013108	TransABySS.k55.S562497.p1	SPADES.k65.NODE_1116_length_3969_cov_46.434426_g696_i1.p1
OG0013109	TransABySS.k45.S609296.p1	TransABySS.k45.S238428.p1
OG0013110	SPADES.k25.NODE_58331_length_1405_cov_97.165942_g2809_i1.p1	SPADES.k25.NODE_31110_length_1169_cov_88.354895_g15237_i0.p1
OG0013111	SOAP.k45.C610394.p1	Velvet.k45.NODE_659663_length_1005_cov_45.442787.p1
OG0013112	TransABySS.k45.S647726.p1	TRINITY_DN57669_c0_g1_i1.p1
OG0013113	TransABySS.k25.S560743.p1	TRINITY_DN53782_c0_g1_i1.p1
OG0013114	SPADES.k45.NODE_12744_length_3199_cov_19.144578_g5680_i0.p1	TRINITY_DN40073_c0_g1_i1.p1
OG0013115	SPADES.k35.NODE_33692_length_2121_cov_21.224353_g12567_i0.p1	SPADES.k25.NODE_42319_length_813_cov_41.303299_g20800_i0.p1
OG0013116	TransABySS.k25.J1171159.p1	SPADES.k25.NODE_26130_length_1360_cov_68.749813_g10684_i2.p1
OG0013117	TransABySS.k45.S619991.p1	TRINITY_DN7763_c0_g2_i1.p1
OG0013118	Velvet.k55.NODE_110010_length_563_cov_4.134991.p1	TransABySS.k25.S156043.p1
OG0013120	TRINITY_DN97522_c0_g1_i1.p1	TransABySS.k35.R268528.p1
OG0013121	TransABySS.k55.S553001.p1	TRINITY_DN18747_c0_g1_i4.p1
OG0013122	TransABySS.k55.S524871.p1	SPADES.k25.NODE_17787_length_1745_cov_96.676163_g9292_i0.p1
OG0013124	TransABySS.k25.S1165627.p1	SOAP.k25.C593646.p1
OG0013126	TransABySS.k65.R396998.p1	TRINITY_DN1341_c0_g1_i3.p1
OG0013127	SOAP.k35.C784285.p1	TRINITY_DN25835_c0_g1_i19.p1
OG0013128	TransABySS.k35.S848682.p1	TRINITY_DN35587_c0_g1_i2.p1
OG0013129	TransABySS.k25.S1235200.p1	TRINITY_DN2140_c2_g1_i2.p1
OG0013130	SPADES.k55.NODE_45496_length_1594_cov_73.408057_g999_i1.p1	TransABySS.k35.S276811.p1
OG0013131	TRINITY_DN4747_c0_g1_i6.p1	TRINITY_DN5805_c1_g1_i3.p1
OG0013133	TRINITY_DN2249_c0_g1_i6.p1	TransABySS.k25.S67859.p1
OG0013134	SPADES.k25.NODE_26358_length_2325_cov_75.917826_g4140_i2.p1	TransABySS.k45.J220422.p1
OG0013135	TRINITY_DN1119_c0_g1_i1.p1	TRINITY_DN23859_c0_g1_i7.p1
OG0013136	TransABySS.k25.S1213056.p1	TRINITY_DN10770_c0_g1_i2.p1
OG0013137	TRINITY_DN20973_c0_g1_i3.p1	TRINITY_DN44231_c0_g1_i1.p1
OG0013138	SPADES.k55.NODE_50778_length_1443_cov_73.288184_g17780_i1.p1	SPADES.k25.NODE_22305_length_1525_cov_86.548000_g10535_i1.p1
OG0013139	SPADES.k35.NODE_38705_length_1954_cov_87.670662_g14174_i0.p1	SPADES.k25.NODE_17494_length_1761_cov_91.522465_g9160_i0.p1
OG0013141	TransABySS.k25.R1182555.p1	TRINITY_DN3201_c0_g1_i12.p1
OG0013142	SPADES.k55.NODE_16537_length_2807_cov_71.103561_g3327_i1.p1	SPADES.k25.NODE_10580_length_2219_cov_123.396080_g849_i2.p1
OG0013143	TransABySS.k25.R1180986.p1	TRINITY_DN14400_c0_g1_i1.p1
OG0013144	SOAP.k25.C1253638.p1	SOAP.k55.C119582.p1
OG0013145	TransABySS.k25.S739127.p1	TransABySS.k35.S274604.p1
OG0013146	SOAP.k45.scaffold34469.p1	TransABySS.k45.S230097.p1
OG0013147	TransABySS.k25.S1226646.p1	SPADES.k25.NODE_254_length_5760_cov_70.826853_g158_i0.p1
OG0013148	SPADES.k25.NODE_35056_length_2009_cov_64.506048_g12529_i0.p1	SOAP.k55.C105710.p1
OG0013149	TRINITY_DN699_c0_g1_i1.p1	TRINITY_DN25979_c0_g1_i1.p1
OG0013150	SOAP.k65.scaffold13855.p1	TRINITY_DN29004_c0_g1_i2.p1
OG0013151	SPADES.k25.NODE_41153_length_1830_cov_104.122438_g2583_i12.p1	TRINITY_DN32985_c0_g1_i1.p1
OG0013153	TransABySS.k45.S705915.p1	SOAP.k35.scaffold10041.p1
OG0013154	TransABySS.k35.R777302.p1	SPADES.k25.NODE_11106_length_2175_cov_89.099535_g5257_i1.p1
OG0013155	SPADES.k25.NODE_81999_length_955_cov_53.311828_g19794_i1.p1, TRINITY_DN5099_c0_g1_i21.p1	TRINITY_DN13129_c0_g1_i1.p1
OG0013156	TransABySS.k35.S794820.p1	SPADES.k65.NODE_377_length_5104_cov_53.727525_g242_i0.p1
OG0013157	TransABySS.k25.S1174941.p1	SPADES.k25.NODE_10001_length_2270_cov_70.518486_g5461_i0.p1
OG0013158	TransABySS.k35.S862979.p1	Velvet.k55.NODE_375144_length_1068_cov_69.604866.p1
OG0013159	TransABySS.k65.R404261.p1	SPADES.k55.NODE_22975_length_1276_cov_55.237510_g13317_i1.p1
OG0013160	TransABySS.k45.J629142.p1	TRINITY_DN15311_c0_g1_i2.p1
OG0013161	SOAP.k35.scaffold3872.p1	TRINITY_DN10020_c0_g1_i7.p1
OG0013162	Velvet.k65.NODE_250110_length_819_cov_31.637363.p1	Velvet.k55.NODE_34104_length_299_cov_46.397995.p2
OG0013164	SOAP.k65.C348999.p1	TransABySS.k45.S56253.p1
OG0013165	SPADES.k35.NODE_51419_length_1585_cov_72.250323_g6375_i2.p1	SPADES.k25.NODE_28434_length_1271_cov_65.769663_g12371_i1.p1
