SOAP.k25.C1045664	SOAP.k25.C1045664^POLX_TOBAC
Velvet.k45.NODE_162334_length_94_cov_1.000000	Velvet.k45.NODE_162334_length_94_cov_1.000000^KPYC2_ORYSI
Velvet.k45.NODE_1623844_length_341_cov_12.014663	Velvet.k45.NODE_1623844_length_341_cov_12.014663^IF5A1_SOLLC^IF5A-like_N
Velvet.k45.NODE_1624412_length_268_cov_1.026119	Velvet.k45.NODE_1624412_length_268_cov_1.026119^SDH6_ARATH
Velvet.k45.NODE_1625664_length_87_cov_1.000000	Velvet.k45.NODE_1625664_length_87_cov_1.000000^TPR3_ORYSJ
Velvet.k45.NODE_1625668_length_90_cov_1.000000	Velvet.k45.NODE_1625668_length_90_cov_1.000000^SAP8_ORYSI
Velvet.k45.NODE_1625686_length_105_cov_1.000000	Velvet.k45.NODE_1625686_length_105_cov_1.000000^GLO2C_ARATH
Velvet.k45.NODE_1625932_length_86_cov_1.000000	Velvet.k45.NODE_1625932_length_86_cov_1.000000^PP275_ARATH
Velvet.k45.NODE_1625958_length_103_cov_1.000000	Velvet.k45.NODE_1625958_length_103_cov_1.000000^TEB_ARATH
Velvet.k45.NODE_1626695_length_191_cov_1.052356	Velvet.k45.NODE_1626695_length_191_cov_1.052356^RPB2_SOLLC
Velvet.k45.NODE_1626919_length_78_cov_1.346154	Velvet.k45.NODE_1626919_length_78_cov_1.346154^ALFC6_ARATH
Velvet.k45.NODE_1627098_length_93_cov_1.064516	Velvet.k45.NODE_1627098_length_93_cov_1.064516^XPO1B_ARATH
Velvet.k45.NODE_1628617_length_81_cov_1.000000	Velvet.k45.NODE_1628617_length_81_cov_1.000000^PHOT1_ARATH
Velvet.k45.NODE_162885_length_85_cov_1.011765	Velvet.k45.NODE_162885_length_85_cov_1.011765^ADH1_PEA
Velvet.k45.NODE_1630207_length_90_cov_1.000000	Velvet.k45.NODE_1630207_length_90_cov_1.000000^CALS3_ARATH
Velvet.k45.NODE_163022_length_95_cov_1.000000	Velvet.k45.NODE_163022_length_95_cov_1.000000^RPS9M_ARATH
Velvet.k45.NODE_1630755_length_104_cov_1.000000	Velvet.k45.NODE_1630755_length_104_cov_1.000000^S40A2_ORYSJ
Velvet.k45.NODE_163132_length_92_cov_1.000000	Velvet.k45.NODE_163132_length_92_cov_1.000000^ARGD_ALNGL
Velvet.k45.NODE_1631977_length_91_cov_1.000000	Velvet.k45.NODE_1631977_length_91_cov_1.000000^UPL7_ARATH
Velvet.k45.NODE_1632148_length_95_cov_1.000000	Velvet.k45.NODE_1632148_length_95_cov_1.000000^AMYB_TRIRP
Velvet.k45.NODE_1632802_length_91_cov_1.000000	Velvet.k45.NODE_1632802_length_91_cov_1.000000^ILVB2_BRANA
Velvet.k45.NODE_1632938_length_91_cov_1.000000	Velvet.k45.NODE_1632938_length_91_cov_1.000000^VATB1_ARATH
Velvet.k45.NODE_1632998_length_139_cov_1.064748	Velvet.k45.NODE_1632998_length_139_cov_1.064748^CDC48_CAPAN
Velvet.k45.NODE_163326_length_110_cov_1.181818	Velvet.k45.NODE_163326_length_110_cov_1.181818^EIF3C_MEDTR
Velvet.k45.NODE_1633437_length_93_cov_1.247312	Velvet.k45.NODE_1633437_length_93_cov_1.247312^ACT2_ORYSI
Velvet.k45.NODE_1633698_length_93_cov_1.000000	Velvet.k45.NODE_1633698_length_93_cov_1.000000^ARGE_ARATH
Velvet.k45.NODE_1634193_length_70_cov_1.000000	Velvet.k45.NODE_1634193_length_70_cov_1.000000^SUS_VIGRR
Velvet.k45.NODE_1635793_length_116_cov_1.008621	Velvet.k45.NODE_1635793_length_116_cov_1.008621^ARF1_CHLRE
Velvet.k45.NODE_1636736_length_99_cov_1.000000	Velvet.k45.NODE_1636736_length_99_cov_1.000000^RS6_ASPOF
Velvet.k45.NODE_1636970_length_121_cov_1.041322	Velvet.k45.NODE_1636970_length_121_cov_1.041322^P4KG5_ARATH
Velvet.k45.NODE_1637047_length_97_cov_1.000000	Velvet.k45.NODE_1637047_length_97_cov_1.000000^TPIC_FRAAN
Velvet.k45.NODE_1638804_length_107_cov_1.074766	Velvet.k45.NODE_1638804_length_107_cov_1.074766^PNH1_ORYSJ
Velvet.k45.NODE_1638992_length_150_cov_1.186667	Velvet.k45.NODE_1638992_length_150_cov_1.186667^GRS17_ARATH
Velvet.k45.NODE_163899_length_126_cov_1.007936	Velvet.k45.NODE_163899_length_126_cov_1.007936^OFUT1_ARATH
Velvet.k45.NODE_1639930_length_114_cov_1.026316	Velvet.k45.NODE_1639930_length_114_cov_1.026316^GALE2_CYATE
Velvet.k45.NODE_1641832_length_97_cov_1.000000	Velvet.k45.NODE_1641832_length_97_cov_1.000000^SUI1_SALBA
Velvet.k45.NODE_1642297_length_103_cov_1.000000	Velvet.k45.NODE_1642297_length_103_cov_1.000000^DPB_ARATH
Velvet.k45.NODE_1642480_length_102_cov_1.000000	Velvet.k45.NODE_1642480_length_102_cov_1.000000^VSP55_ARATH
Velvet.k45.NODE_1643515_length_79_cov_1.000000	Velvet.k45.NODE_1643515_length_79_cov_1.000000^GRV2_ARATH
Velvet.k45.NODE_1643677_length_132_cov_1.045455	Velvet.k45.NODE_1643677_length_132_cov_1.045455^DCAM_DAUCA
Velvet.k45.NODE_1645363_length_76_cov_1.000000	Velvet.k45.NODE_1645363_length_76_cov_1.000000^TMN12_ARATH
Velvet.k45.NODE_1645514_length_90_cov_1.000000	Velvet.k45.NODE_1645514_length_90_cov_1.000000^ACA5_ORYSJ
Velvet.k45.NODE_1645588_length_100_cov_1.000000	Velvet.k45.NODE_1645588_length_100_cov_1.000000^HEN1_ARATH
Velvet.k45.NODE_1645970_length_87_cov_1.000000	Velvet.k45.NODE_1645970_length_87_cov_1.000000^ASI1_ARATH
Velvet.k45.NODE_1646153_length_103_cov_1.000000	Velvet.k45.NODE_1646153_length_103_cov_1.000000^PRP22_ARATH
Velvet.k45.NODE_1648005_length_107_cov_1.009346	Velvet.k45.NODE_1648005_length_107_cov_1.009346^SUI1_MAIZE
Velvet.k45.NODE_164863_length_91_cov_1.000000	Velvet.k45.NODE_164863_length_91_cov_1.000000^PIMT1_ARATH
Velvet.k45.NODE_1649074_length_96_cov_1.093750	Velvet.k45.NODE_1649074_length_96_cov_1.093750^HSP80_SOLLC
Velvet.k45.NODE_1649734_length_87_cov_1.000000	Velvet.k45.NODE_1649734_length_87_cov_1.000000^IN21B_ORYSI
Velvet.k45.NODE_1649893_length_112_cov_1.008929	Velvet.k45.NODE_1649893_length_112_cov_1.008929^LECB_STYJP
Velvet.k45.NODE_1651128_length_63_cov_1.000000	Velvet.k45.NODE_1651128_length_63_cov_1.000000^TI110_PEA
Velvet.k45.NODE_1651320_length_93_cov_1.000000	Velvet.k45.NODE_1651320_length_93_cov_1.000000^PBL34_ARATH
Velvet.k45.NODE_1651617_length_99_cov_1.000000	Velvet.k45.NODE_1651617_length_99_cov_1.000000^WRK32_ARATH
Velvet.k45.NODE_1652010_length_105_cov_1.076190	Velvet.k45.NODE_1652010_length_105_cov_1.076190^PABP2_ARATH
Velvet.k45.NODE_1652701_length_173_cov_1.028902	Velvet.k45.NODE_1652701_length_173_cov_1.028902^NDADA_ARATH
Velvet.k45.NODE_1652745_length_102_cov_1.000000	Velvet.k45.NODE_1652745_length_102_cov_1.000000^P2C52_ARATH
Velvet.k45.NODE_1652795_length_90_cov_1.000000	Velvet.k45.NODE_1652795_length_90_cov_1.000000^GIGAN_ARATH
Velvet.k45.NODE_1652823_length_84_cov_1.083333	Velvet.k45.NODE_1652823_length_84_cov_1.083333^RH15_ARATH
Velvet.k45.NODE_165324_length_74_cov_1.000000	Velvet.k45.NODE_165324_length_74_cov_1.000000^Y2309_ARATH
Velvet.k45.NODE_1654376_length_91_cov_1.340659	Velvet.k45.NODE_1654376_length_91_cov_1.340659^C78A3_SOYBN
Velvet.k45.NODE_1654476_length_92_cov_1.000000	Velvet.k45.NODE_1654476_length_92_cov_1.000000^CYSP_PEA
Velvet.k45.NODE_1654920_length_98_cov_1.000000	Velvet.k45.NODE_1654920_length_98_cov_1.000000^PDI21_ARATH
Velvet.k45.NODE_1654931_length_104_cov_1.000000	Velvet.k45.NODE_1654931_length_104_cov_1.000000^KPK1_ARATH
Velvet.k45.NODE_1655129_length_363_cov_9.922865	Velvet.k45.NODE_1655129_length_363_cov_9.922865^LRR_1
Velvet.k45.NODE_1655370_length_90_cov_1.000000	Velvet.k45.NODE_1655370_length_90_cov_1.000000^TR120_ARATH
Velvet.k45.NODE_1656412_length_90_cov_1.000000	Velvet.k45.NODE_1656412_length_90_cov_1.000000^PP420_ARATH
Velvet.k45.NODE_1657008_length_100_cov_1.000000	Velvet.k45.NODE_1657008_length_100_cov_1.000000^MSH6_ARATH
Velvet.k45.NODE_1657774_length_94_cov_1.000000	Velvet.k45.NODE_1657774_length_94_cov_1.000000^LEC_PEA
Velvet.k45.NODE_1658074_length_90_cov_1.000000	Velvet.k45.NODE_1658074_length_90_cov_1.000000^VPE1_PHAVU
Velvet.k45.NODE_1658140_length_84_cov_1.107143	Velvet.k45.NODE_1658140_length_84_cov_1.107143^SPY_ARATH
Velvet.k45.NODE_1658232_length_123_cov_1.089431	Velvet.k45.NODE_1658232_length_123_cov_1.089431^AMPL2_ORYSJ
Velvet.k45.NODE_1658928_length_84_cov_1.000000	Velvet.k45.NODE_1658928_length_84_cov_1.000000^DGDG1_LOTJA
Velvet.k45.NODE_1659004_length_103_cov_1.000000	Velvet.k45.NODE_1659004_length_103_cov_1.000000^PRP22_ARATH
Velvet.k45.NODE_1659855_length_103_cov_1.000000	Velvet.k45.NODE_1659855_length_103_cov_1.000000^PLST4_ARATH
Velvet.k45.NODE_1660296_length_101_cov_1.000000	Velvet.k45.NODE_1660296_length_101_cov_1.000000^PRX2_POPTR
Velvet.k45.NODE_1660794_length_134_cov_1.186567	Velvet.k45.NODE_1660794_length_134_cov_1.186567^PRS4A_ARATH
Velvet.k45.NODE_166138_length_105_cov_1.000000	Velvet.k45.NODE_166138_length_105_cov_1.000000^NUDT3_ARATH
Velvet.k45.NODE_1661548_length_95_cov_1.000000	Velvet.k45.NODE_1661548_length_95_cov_1.000000^DI193_ARATH
Velvet.k45.NODE_1661777_length_179_cov_1.016760	Velvet.k45.NODE_1661777_length_179_cov_1.016760^Y1154_ARATH
Velvet.k45.NODE_1662029_length_80_cov_1.037500	Velvet.k45.NODE_1662029_length_80_cov_1.037500^UBC13_ARATH
Velvet.k45.NODE_1662919_length_90_cov_1.000000	Velvet.k45.NODE_1662919_length_90_cov_1.000000^FOLD2_ARATH
Velvet.k45.NODE_1663912_length_120_cov_1.075000	Velvet.k45.NODE_1663912_length_120_cov_1.075000^VPEG_ARATH
Velvet.k45.NODE_1664672_length_97_cov_1.000000	Velvet.k45.NODE_1664672_length_97_cov_1.000000^CSCL1_ARATH
Velvet.k45.NODE_1664990_length_88_cov_1.000000	Velvet.k45.NODE_1664990_length_88_cov_1.000000^Y3857_ARATH
Velvet.k45.NODE_1665071_length_90_cov_1.000000	Velvet.k45.NODE_1665071_length_90_cov_1.000000^ANM3_ARATH
Velvet.k45.NODE_1665597_length_162_cov_1.012346	Velvet.k45.NODE_1665597_length_162_cov_1.012346^I4OMT_GLYEC
Velvet.k45.NODE_1666065_length_97_cov_1.000000	Velvet.k45.NODE_1666065_length_97_cov_1.000000^RBOHD_SOLTU
Velvet.k45.NODE_1666099_length_97_cov_1.000000	Velvet.k45.NODE_1666099_length_97_cov_1.000000^TKTC_MAIZE
Velvet.k45.NODE_1666182_length_508_cov_7.777559	Velvet.k45.NODE_1666182_length_508_cov_7.777559^XTH32_ARATH^Glyco_hydro_16
Velvet.k45.NODE_1666655_length_92_cov_1.000000	Velvet.k45.NODE_1666655_length_92_cov_1.000000^BAME3_ARATH
Velvet.k45.NODE_166928_length_115_cov_1.191304	Velvet.k45.NODE_166928_length_115_cov_1.191304^SYQ_LUPLU
Velvet.k45.NODE_1672233_length_224_cov_87.303574	Velvet.k45.NODE_1672233_length_224_cov_87.303574^R13L1_ARATH
Velvet.k45.NODE_167485_length_145_cov_1.006896	Velvet.k45.NODE_167485_length_145_cov_1.006896^RS21_ARATH
Velvet.k45.NODE_167999_length_99_cov_1.060606	Velvet.k45.NODE_167999_length_99_cov_1.060606^SUI11_ARATH
Velvet.k45.NODE_1688164_length_82_cov_1.109756	Velvet.k45.NODE_1688164_length_82_cov_1.109756^PIP11_ARATH
Velvet.k45.NODE_169014_length_79_cov_1.000000	Velvet.k45.NODE_169014_length_79_cov_1.000000^UBP1_NICPL
Velvet.k45.NODE_1699857_length_411_cov_70.133820	Velvet.k45.NODE_1699857_length_411_cov_70.133820^EC11_ARATH
Velvet.k45.NODE_170185_length_132_cov_1.090909	Velvet.k45.NODE_170185_length_132_cov_1.090909^IF62_ARATH
Velvet.k45.NODE_170377_length_106_cov_1.066038	Velvet.k45.NODE_170377_length_106_cov_1.066038^HD16N_ORYSJ
Velvet.k45.NODE_170960_length_101_cov_1.009901	Velvet.k45.NODE_170960_length_101_cov_1.009901^ZFP34_ORYSJ
Velvet.k45.NODE_171195_length_91_cov_1.000000	Velvet.k45.NODE_171195_length_91_cov_1.000000^Y2369_ARATH
Velvet.k45.NODE_1717394_length_1600_cov_31.690001	Velvet.k45.NODE_1717394_length_1600_cov_31.690001^M1250_ARATH
Velvet.k45.NODE_1722461_length_743_cov_82.473755	Velvet.k45.NODE_1722461_length_743_cov_82.473755^MENA_ARATH
Velvet.k45.NODE_172523_length_83_cov_1.000000	Velvet.k45.NODE_172523_length_83_cov_1.000000^GAT28_ARATH
Velvet.k45.NODE_172648_length_102_cov_1.000000	Velvet.k45.NODE_172648_length_102_cov_1.000000^MPPB_ARATH
Velvet.k45.NODE_173260_length_95_cov_1.273684	Velvet.k45.NODE_173260_length_95_cov_1.273684^CATB_MEDTR
Velvet.k45.NODE_1733603_length_1015_cov_4.190148	Velvet.k45.NODE_1733603_length_1015_cov_4.190148^COX1_HUMAN
Velvet.k45.NODE_1734222_length_144_cov_1.034722	Velvet.k45.NODE_1734222_length_144_cov_1.034722^SWET1_ARATH
Velvet.k45.NODE_1735428_length_106_cov_4.886793	Velvet.k45.NODE_1735428_length_106_cov_4.886793^CH044_HUMAN
Velvet.k45.NODE_173588_length_100_cov_1.080000	Velvet.k45.NODE_173588_length_100_cov_1.080000^GT14A_ARATH
Velvet.k45.NODE_1745478_length_1332_cov_20.028528	Velvet.k45.NODE_1745478_length_1332_cov_20.028528^FANCM_ARATH
Velvet.k45.NODE_174644_length_730_cov_17.354795	Velvet.k45.NODE_174644_length_730_cov_17.354795^RVT_1
Velvet.k45.NODE_174779_length_195_cov_1.025641	Velvet.k45.NODE_174779_length_195_cov_1.025641^HXK1_TOBAC
Velvet.k45.NODE_175166_length_125_cov_1.016000	Velvet.k45.NODE_175166_length_125_cov_1.016000^APS1_ARATH
Velvet.k45.NODE_175191_length_101_cov_1.000000	Velvet.k45.NODE_175191_length_101_cov_1.000000^IDM1_ARATH
Velvet.k45.NODE_175270_length_103_cov_1.029126	Velvet.k45.NODE_175270_length_103_cov_1.029126^IMB1_ARATH
Velvet.k45.NODE_175451_length_174_cov_1.017241	Velvet.k45.NODE_175451_length_174_cov_1.017241^HSBP_ARATH
Velvet.k45.NODE_1756324_length_100_cov_1.000000	Velvet.k45.NODE_1756324_length_100_cov_1.000000^ALDH2_PIG
Velvet.k45.NODE_1756341_length_72_cov_1.027778	Velvet.k45.NODE_1756341_length_72_cov_1.027778^METC_ARATH
Velvet.k45.NODE_1757951_length_90_cov_1.000000	Velvet.k45.NODE_1757951_length_90_cov_1.000000^NHP2_ARATH
Velvet.k45.NODE_1758708_length_95_cov_1.000000	Velvet.k45.NODE_1758708_length_95_cov_1.000000^NADK2_ARATH
Velvet.k45.NODE_1758982_length_88_cov_1.102273	Velvet.k45.NODE_1758982_length_88_cov_1.102273^ZFP34_ARATH
Velvet.k45.NODE_175929_length_125_cov_1.184000	Velvet.k45.NODE_175929_length_125_cov_1.184000^RS272_ARATH
Velvet.k45.NODE_176073_length_62_cov_1.000000	Velvet.k45.NODE_176073_length_62_cov_1.000000^CHIT3_VITVI
Velvet.k45.NODE_176313_length_165_cov_1.066667	Velvet.k45.NODE_176313_length_165_cov_1.066667^EF1G_PRUAV
Velvet.k45.NODE_1763866_length_128_cov_1.062500	Velvet.k45.NODE_1763866_length_128_cov_1.062500^RS8_ORYSJ
Velvet.k45.NODE_1764694_length_103_cov_1.000000	Velvet.k45.NODE_1764694_length_103_cov_1.000000^MSK3_MEDSA
Velvet.k45.NODE_1766101_length_97_cov_1.000000	Velvet.k45.NODE_1766101_length_97_cov_1.000000^CID7_ARATH
Velvet.k45.NODE_1766407_length_97_cov_1.000000	Velvet.k45.NODE_1766407_length_97_cov_1.000000^AB40G_ARATH
Velvet.k45.NODE_1767782_length_71_cov_1.000000	Velvet.k45.NODE_1767782_length_71_cov_1.000000^NRPA_SOYBN
Velvet.k45.NODE_1767787_length_97_cov_1.000000	Velvet.k45.NODE_1767787_length_97_cov_1.000000^ASNS2_LOTJA
Velvet.k45.NODE_1767997_length_102_cov_1.127451	Velvet.k45.NODE_1767997_length_102_cov_1.127451^RAB1C_ARATH
Velvet.k45.NODE_1768510_length_69_cov_1.000000	Velvet.k45.NODE_1768510_length_69_cov_1.000000^SEC5A_ARATH
Velvet.k45.NODE_1769431_length_96_cov_1.000000	Velvet.k45.NODE_1769431_length_96_cov_1.000000^Y3725_ARATH
Velvet.k45.NODE_1770336_length_155_cov_1.129032	Velvet.k45.NODE_1770336_length_155_cov_1.129032^WRK21_ARATH
Velvet.k45.NODE_1770944_length_97_cov_1.000000	Velvet.k45.NODE_1770944_length_97_cov_1.000000^SSG1_PEA
Velvet.k45.NODE_1771781_length_101_cov_1.000000	Velvet.k45.NODE_1771781_length_101_cov_1.000000^UAH_ARATH
Velvet.k45.NODE_1772419_length_101_cov_1.000000	Velvet.k45.NODE_1772419_length_101_cov_1.000000^MOB1B_ARATH
Velvet.k45.NODE_1772533_length_65_cov_1.000000	Velvet.k45.NODE_1772533_length_65_cov_1.000000^TI110_ARATH
Velvet.k45.NODE_1773072_length_103_cov_1.000000	Velvet.k45.NODE_1773072_length_103_cov_1.000000^CYSP_PEA
Velvet.k45.NODE_1773266_length_96_cov_1.000000	Velvet.k45.NODE_1773266_length_96_cov_1.000000^ARFF_ARATH
Velvet.k45.NODE_1774477_length_92_cov_1.000000	Velvet.k45.NODE_1774477_length_92_cov_1.000000^E137_ARATH
Velvet.k45.NODE_1774724_length_99_cov_1.010101	Velvet.k45.NODE_1774724_length_99_cov_1.010101^RB11C_LOTJA
Velvet.k45.NODE_1774804_length_104_cov_1.000000	Velvet.k45.NODE_1774804_length_104_cov_1.000000^ENOXC_FRAAN
Velvet.k45.NODE_1774869_length_104_cov_1.000000	Velvet.k45.NODE_1774869_length_104_cov_1.000000^FIMB5_ARATH
Velvet.k45.NODE_1775265_length_78_cov_1.205128	Velvet.k45.NODE_1775265_length_78_cov_1.205128^NAA15_ARATH
Velvet.k45.NODE_1775343_length_100_cov_1.000000	Velvet.k45.NODE_1775343_length_100_cov_1.000000^APF1_ARATH
Velvet.k45.NODE_1775355_length_98_cov_1.000000	Velvet.k45.NODE_1775355_length_98_cov_1.000000^NRPB1_ARATH
Velvet.k45.NODE_1775469_length_95_cov_1.000000	Velvet.k45.NODE_1775469_length_95_cov_1.000000^DEGP7_ARATH
Velvet.k45.NODE_1775602_length_104_cov_1.009615	Velvet.k45.NODE_1775602_length_104_cov_1.009615^P5CS2_ARATH
Velvet.k45.NODE_1776037_length_92_cov_1.000000	Velvet.k45.NODE_1776037_length_92_cov_1.000000^CLC3_ARATH
Velvet.k45.NODE_1776235_length_112_cov_1.062500	Velvet.k45.NODE_1776235_length_112_cov_1.062500^RS241_ARATH
Velvet.k45.NODE_1776315_length_95_cov_1.000000	Velvet.k45.NODE_1776315_length_95_cov_1.000000^CXE16_ARATH
Velvet.k45.NODE_1777351_length_106_cov_1.037736	Velvet.k45.NODE_1777351_length_106_cov_1.037736^B2_DAUCA
Velvet.k45.NODE_1777882_length_95_cov_1.021053	Velvet.k45.NODE_1777882_length_95_cov_1.021053^ARF2_ORYSJ
Velvet.k45.NODE_1777929_length_122_cov_1.065574	Velvet.k45.NODE_1777929_length_122_cov_1.065574^2A5N_ARATH
Velvet.k45.NODE_1778012_length_101_cov_1.000000	Velvet.k45.NODE_1778012_length_101_cov_1.000000^HUAL2_ARATH
Velvet.k45.NODE_1778043_length_97_cov_1.000000	Velvet.k45.NODE_1778043_length_97_cov_1.000000^MAOX_MESCR
Velvet.k45.NODE_177857_length_305_cov_2.081967	Velvet.k45.NODE_177857_length_305_cov_2.081967^AX10A_SOYBN^Auxin_inducible
Velvet.k45.NODE_1779043_length_96_cov_1.000000	Velvet.k45.NODE_1779043_length_96_cov_1.000000^LTN1_ARATH
Velvet.k45.NODE_1780010_length_119_cov_1.210084	Velvet.k45.NODE_1780010_length_119_cov_1.210084^R15A1_ARATH
Velvet.k45.NODE_1780188_length_95_cov_1.094737	Velvet.k45.NODE_1780188_length_95_cov_1.094737^TOP1B_ARATH
Velvet.k45.NODE_1780602_length_100_cov_1.000000	Velvet.k45.NODE_1780602_length_100_cov_1.000000^FRS3_ARATH
Velvet.k45.NODE_1781155_length_93_cov_1.000000	Velvet.k45.NODE_1781155_length_93_cov_1.000000^TCTP_ORYSJ
Velvet.k45.NODE_1782122_length_65_cov_1.000000	Velvet.k45.NODE_1782122_length_65_cov_1.000000^OFT39_ARATH
Velvet.k45.NODE_1782257_length_310_cov_8.522581	Velvet.k45.NODE_1782257_length_310_cov_8.522581^POLR1_ARATH
Velvet.k45.NODE_178303_length_113_cov_1.035398	Velvet.k45.NODE_178303_length_113_cov_1.035398^C3H20_ARATH
Velvet.k45.NODE_1783071_length_103_cov_1.000000	Velvet.k45.NODE_1783071_length_103_cov_1.000000^SPL1_ARATH
Velvet.k45.NODE_1783587_length_69_cov_1.000000	Velvet.k45.NODE_1783587_length_69_cov_1.000000^TOP1B_ARATH
Velvet.k45.NODE_178450_length_90_cov_1.433333	Velvet.k45.NODE_178450_length_90_cov_1.433333^SAR1B_ARATH
Velvet.k45.NODE_1785205_length_97_cov_1.000000	Velvet.k45.NODE_1785205_length_97_cov_1.000000^RLA0_SOYBN
Velvet.k45.NODE_178522_length_72_cov_1.000000	Velvet.k45.NODE_178522_length_72_cov_1.000000^PMA5_ARATH
Velvet.k45.NODE_1786820_length_91_cov_1.076923	Velvet.k45.NODE_1786820_length_91_cov_1.076923^CYB_ARATH
Velvet.k45.NODE_1787073_length_91_cov_1.000000	Velvet.k45.NODE_1787073_length_91_cov_1.000000^NDUS1_SOLTU
Velvet.k45.NODE_1787414_length_99_cov_1.000000	Velvet.k45.NODE_1787414_length_99_cov_1.000000^CPRF1_PETCR
Velvet.k45.NODE_1787418_length_84_cov_1.000000	Velvet.k45.NODE_1787418_length_84_cov_1.000000^NCPR_SORBI
Velvet.k45.NODE_1787996_length_94_cov_1.000000	Velvet.k45.NODE_1787996_length_94_cov_1.000000^BALDH_ANTMA
Velvet.k45.NODE_1788951_length_82_cov_1.000000	Velvet.k45.NODE_1788951_length_82_cov_1.000000^PER42_ARATH
Velvet.k45.NODE_1789638_length_98_cov_1.000000	Velvet.k45.NODE_1789638_length_98_cov_1.000000^BBE25_ARATH
Velvet.k45.NODE_1789647_length_100_cov_1.000000	Velvet.k45.NODE_1789647_length_100_cov_1.000000^RS151_ARATH
Velvet.k45.NODE_1789648_length_99_cov_1.000000	Velvet.k45.NODE_1789648_length_99_cov_1.000000^R35A1_ARATH
Velvet.k45.NODE_1790130_length_99_cov_1.060606	Velvet.k45.NODE_1790130_length_99_cov_1.060606^UBI1P_NICSY
Velvet.k45.NODE_1790849_length_135_cov_1.007407	Velvet.k45.NODE_1790849_length_135_cov_1.007407^ALG12_ARATH
Velvet.k45.NODE_1791208_length_93_cov_1.000000	Velvet.k45.NODE_1791208_length_93_cov_1.000000^TPR2_ARATH
Velvet.k45.NODE_1791559_length_90_cov_1.000000	Velvet.k45.NODE_1791559_length_90_cov_1.000000^DRP1E_ARATH
Velvet.k45.NODE_1792077_length_90_cov_1.000000	Velvet.k45.NODE_1792077_length_90_cov_1.000000^APA1_ARATH
Velvet.k45.NODE_1792573_length_93_cov_1.000000	Velvet.k45.NODE_1792573_length_93_cov_1.000000^HS702_ARATH
Velvet.k45.NODE_1793445_length_99_cov_1.000000	Velvet.k45.NODE_1793445_length_99_cov_1.000000^KCO1_ARATH
Velvet.k45.NODE_1794783_length_90_cov_1.000000	Velvet.k45.NODE_1794783_length_90_cov_1.000000^U2A2B_ARATH
Velvet.k45.NODE_1795147_length_138_cov_1.079710	Velvet.k45.NODE_1795147_length_138_cov_1.079710^ENO_RICCO
Velvet.k45.NODE_1796315_length_100_cov_1.030000	Velvet.k45.NODE_1796315_length_100_cov_1.030000^RS72_ARATH
Velvet.k45.NODE_1797622_length_124_cov_1.435484	Velvet.k45.NODE_1797622_length_124_cov_1.435484^P102B_LUPLU
Velvet.k45.NODE_1797968_length_68_cov_1.000000	Velvet.k45.NODE_1797968_length_68_cov_1.000000^CYSP_PEA
Velvet.k45.NODE_1798202_length_116_cov_1.146552	Velvet.k45.NODE_1798202_length_116_cov_1.146552^C3H31_ORYSJ
Velvet.k45.NODE_1798270_length_103_cov_1.000000	Velvet.k45.NODE_1798270_length_103_cov_1.000000^CATB_MEDTR
Velvet.k45.NODE_1798383_length_95_cov_1.000000	Velvet.k45.NODE_1798383_length_95_cov_1.000000^ASSY_ARATH
Velvet.k45.NODE_1798791_length_65_cov_1.000000	Velvet.k45.NODE_1798791_length_65_cov_1.000000^SUS_SOYBN
Velvet.k45.NODE_1799153_length_63_cov_1.000000	Velvet.k45.NODE_1799153_length_63_cov_1.000000^ALA3_ARATH
Velvet.k45.NODE_179992_length_149_cov_1.093960	Velvet.k45.NODE_179992_length_149_cov_1.093960^NIC4_ARATH
Velvet.k45.NODE_1800307_length_94_cov_1.000000	Velvet.k45.NODE_1800307_length_94_cov_1.000000^P2_ARATH
Velvet.k45.NODE_1800591_length_95_cov_1.000000	Velvet.k45.NODE_1800591_length_95_cov_1.000000^NPC1_ARATH
Velvet.k45.NODE_1800874_length_104_cov_1.000000	Velvet.k45.NODE_1800874_length_104_cov_1.000000^PS10A_ARATH
Velvet.k45.NODE_1801947_length_94_cov_1.095745	Velvet.k45.NODE_1801947_length_94_cov_1.095745^BGL43_ARATH
Velvet.k45.NODE_1802423_length_97_cov_1.000000	Velvet.k45.NODE_1802423_length_97_cov_1.000000^CSK2A_MAIZE
Velvet.k45.NODE_1802612_length_68_cov_1.000000	Velvet.k45.NODE_1802612_length_68_cov_1.000000^ADH1_PEA
Velvet.k45.NODE_180685_length_143_cov_1.020979	Velvet.k45.NODE_180685_length_143_cov_1.020979^CRY1_SINAL
Velvet.k45.NODE_180749_length_90_cov_1.000000	Velvet.k45.NODE_180749_length_90_cov_1.000000^PIE1_ARATH
Velvet.k45.NODE_181169_length_93_cov_1.000000	Velvet.k45.NODE_181169_length_93_cov_1.000000^MAP1A_ARATH
Velvet.k45.NODE_181233_length_88_cov_1.000000	Velvet.k45.NODE_181233_length_88_cov_1.000000^PMA2_SOLLC
Velvet.k45.NODE_1812613_length_727_cov_23.634113	Velvet.k45.NODE_1812613_length_727_cov_23.634113^POLR1_ARATH
Velvet.k45.NODE_181284_length_92_cov_1.000000	Velvet.k45.NODE_181284_length_92_cov_1.000000^ARF1_ARATH
Velvet.k45.NODE_182043_length_103_cov_1.000000	Velvet.k45.NODE_182043_length_103_cov_1.000000^PLDA1_RICCO
