SOAP.k25.C390845	SOAP.k25.C390845^WRK27_ARATH
TRINITY_DN93_c0_g1_i12	TRINITY_DN93_c0_g1_i12^IF4G1_ARATH^MIF4G
TRINITY_DN9401_c0_g1_i2	TRINITY_DN9401_c0_g1_i2^EMF2_ARATH
TRINITY_DN9412_c0_g1_i2	TRINITY_DN9412_c0_g1_i2^CB60B_ARATH^Calmodulin_bind
TRINITY_DN9418_c0_g1_i1	TRINITY_DN9418_c0_g1_i1^PHD_Oberon
TRINITY_DN9420_c0_g1_i36	TRINITY_DN9420_c0_g1_i36^MTNA_POPTR^IF-2B
TRINITY_DN9429_c0_g3_i1	TRINITY_DN9429_c0_g3_i1^PSAA_PHAVU^PSAB_PHAVU^PsaA_PsaB
TRINITY_DN9437_c0_g1_i3	TRINITY_DN9437_c0_g1_i3^ISAM2_ARATH^Fe-S_biosyn
TRINITY_DN943_c0_g1_i5	TRINITY_DN943_c0_g1_i5^TOR_ARATH^DUF3385
TRINITY_DN944_c0_g1_i32	TRINITY_DN944_c0_g1_i32^DAR2_ARATH^LIM
TRINITY_DN944_c0_g1_i66	TRINITY_DN944_c0_g1_i66^DAR2_ARATH^LIM
TRINITY_DN9462_c0_g2_i1	TRINITY_DN9462_c0_g2_i1^LRL22_ARATH^Pkinase
TRINITY_DN946_c0_g2_i124	TRINITY_DN946_c0_g2_i124^NDL1_ARATH^Ndr
TRINITY_DN9474_c0_g1_i3	TRINITY_DN9474_c0_g1_i3^DNJ36_ARATH^TPR_16
TRINITY_DN947_c0_g1_i4	TRINITY_DN947_c0_g1_i4^AX22D_VIGRR^AUX_IAA
TRINITY_DN9480_c0_g1_i2	TRINITY_DN9480_c0_g1_i2^TCX2_ARATH^TCR
TRINITY_DN9480_c0_g2_i2	TRINITY_DN9480_c0_g2_i2^TCX2_ARATH^TCR
TRINITY_DN9482_c0_g1_i2	TRINITY_DN9482_c0_g1_i2^PSD8A_ARATH^CSN8_PSD8_EIF3K
TRINITY_DN9487_c0_g1_i1	TRINITY_DN9487_c0_g1_i1^ANXD3_ARATH^Annexin
TRINITY_DN9488_c0_g1_i2	TRINITY_DN9488_c0_g1_i2^FACR3_ARATH^NAD_binding_4
TRINITY_DN948_c0_g1_i11	TRINITY_DN948_c0_g1_i11^LONF1_MOUSE^TPR_16
TRINITY_DN9492_c0_g1_i1	TRINITY_DN9492_c0_g1_i1^PTEN1_ARATH^PTEN_C2
TRINITY_DN949_c1_g1_i13	TRINITY_DN949_c1_g1_i13^HXK3_ARATH^Hexokinase_1
TRINITY_DN949_c6_g1_i1	TRINITY_DN949_c6_g1_i1^GID1B_ARATH^BD-FAE
TRINITY_DN94_c0_g1_i3	TRINITY_DN94_c0_g1_i3^MIRO1_ARATH^EF_assoc_2
TRINITY_DN9503_c0_g1_i1	TRINITY_DN9503_c0_g1_i1^HMOX2_ARATH^Heme_oxygenase
TRINITY_DN9509_c0_g1_i11	TRINITY_DN9509_c0_g1_i11^SET
TRINITY_DN9517_c0_g1_i16	TRINITY_DN9517_c0_g1_i16^ADH1_PEA^ADH_N
TRINITY_DN9517_c1_g1_i1	TRINITY_DN9517_c1_g1_i1^ADH1_PEA
TRINITY_DN9518_c0_g1_i7	TRINITY_DN9518_c0_g1_i7^TRM51_ARATH
TRINITY_DN9525_c0_g1_i5	TRINITY_DN9525_c0_g1_i5^AGL16_ARATH
TRINITY_DN952_c0_g1_i13	TRINITY_DN952_c0_g1_i13^COQ2_ARATH^UbiA
TRINITY_DN9534_c0_g2_i2	TRINITY_DN9534_c0_g2_i2^PTST2_ARATH^CBM_48
TRINITY_DN9536_c0_g1_i15	TRINITY_DN9536_c0_g1_i15^PUM24_ARATH^PUF
TRINITY_DN9537_c0_g1_i1	TRINITY_DN9537_c0_g1_i1^ECA1_ARATH^Cation_ATPase_C
TRINITY_DN9539_c0_g1_i4	TRINITY_DN9539_c0_g1_i4^PER4_VITVI^peroxidase
TRINITY_DN9549_c0_g1_i6	TRINITY_DN9549_c0_g1_i6^PCP_PONAB^Peptidase_S28
TRINITY_DN954_c0_g2_i3	TRINITY_DN954_c0_g2_i3^CPL4_ARATH^NIF
TRINITY_DN9550_c0_g2_i1	TRINITY_DN9550_c0_g2_i1^CBSX3_ARATH^CBS
TRINITY_DN9556_c0_g2_i2	TRINITY_DN9556_c0_g2_i2^DPHS1_ARATH^Act-Frag_cataly
TRINITY_DN9559_c0_g1_i36	TRINITY_DN9559_c0_g1_i36^HPSE1_ARATH^Glyco_hydro_79n
TRINITY_DN9564_c0_g1_i9	TRINITY_DN9564_c0_g1_i9^SMT1_ARATH^CMAS
TRINITY_DN9565_c1_g1_i1	TRINITY_DN9565_c1_g1_i1^WIP2_ARATH
TRINITY_DN9568_c0_g1_i4	TRINITY_DN9568_c0_g1_i4^OEP61_ARATH^TPR_1
TRINITY_DN9575_c0_g1_i9	TRINITY_DN9575_c0_g1_i9^REV7_ARATH^HORMA
TRINITY_DN9578_c0_g1_i13	TRINITY_DN9578_c0_g1_i13^SCD2_ARATH
TRINITY_DN957_c0_g1_i4	TRINITY_DN957_c0_g1_i4^GUN9_ARATH^Glyco_hydro_9
TRINITY_DN958_c1_g1_i8	TRINITY_DN958_c1_g1_i8^Glyco_trans_1_4
TRINITY_DN959_c0_g1_i3	TRINITY_DN959_c0_g1_i3^HATB_ARATH^Hat1_N
TRINITY_DN95_c0_g1_i2	TRINITY_DN95_c0_g1_i2^DEF1A_SOLLC^Pep_deformylase
TRINITY_DN95_c0_g2_i4	TRINITY_DN95_c0_g2_i4^RRM_5
TRINITY_DN95_c0_g3_i1	TRINITY_DN95_c0_g3_i1^DEF1A_ARATH^Pep_deformylase
TRINITY_DN9600_c0_g1_i5	TRINITY_DN9600_c0_g1_i5^ARC1A_ARATH^ANAPC4_WD40
TRINITY_DN9603_c0_g1_i2	TRINITY_DN9603_c0_g1_i2^IF4B1_ARATH^eIF-4B
TRINITY_DN960_c0_g1_i8	TRINITY_DN960_c0_g1_i8^CNX2_ARATH^Radical_SAM
TRINITY_DN9611_c0_g1_i2	TRINITY_DN9611_c0_g1_i2^A13CB_XENLA^Ank
TRINITY_DN9621_c0_g2_i20	TRINITY_DN9621_c0_g2_i20^UBC10_ARATH^UQ_con
TRINITY_DN9621_c0_g2_i29	TRINITY_DN9621_c0_g2_i29^UBC10_ARATH^Myosin_TH1^UQ_con
TRINITY_DN9628_c0_g1_i1	TRINITY_DN9628_c0_g1_i1^CXIP4_ARATH^zf-CCHC_3
TRINITY_DN9637_c0_g1_i1	TRINITY_DN9637_c0_g1_i1^TMN5_ARATH^EMP70
TRINITY_DN963_c0_g1_i7	TRINITY_DN963_c0_g1_i7^B3GTB_ARATH^Galactosyl_T
TRINITY_DN963_c0_g4_i1	TRINITY_DN963_c0_g4_i1^B3GTB_ARATH
TRINITY_DN9642_c0_g1_i2	TRINITY_DN9642_c0_g1_i2^PCS1_LOTJA^Phytochelatin
TRINITY_DN9663_c0_g1_i3	TRINITY_DN9663_c0_g1_i3^BIP2C_ORYSI
TRINITY_DN9668_c0_g2_i1	TRINITY_DN9668_c0_g2_i1^SRF3_ARATH^LRRNT_2
TRINITY_DN9673_c0_g1_i3	TRINITY_DN9673_c0_g1_i3^ACFR1_ARATH^Cytochrom_B561
TRINITY_DN967_c0_g1_i12	TRINITY_DN967_c0_g1_i12^VAL1_ARATH^B3
TRINITY_DN967_c1_g3_i2	TRINITY_DN967_c1_g3_i2^PRAF1_ARATH^PH_12
TRINITY_DN9688_c0_g2_i1	TRINITY_DN9688_c0_g2_i1^PP220_ARATH^PPR
TRINITY_DN968_c0_g1_i2	TRINITY_DN968_c0_g1_i2^MATH
TRINITY_DN969_c0_g1_i1	TRINITY_DN969_c0_g1_i1^WRK22_ARATH^WRKY
TRINITY_DN969_c0_g2_i3	TRINITY_DN969_c0_g2_i3^WRK22_ARATH^WRKY
TRINITY_DN969_c1_g1_i11	TRINITY_DN969_c1_g1_i11^RBLOT_ARATH^Noc2
TRINITY_DN9715_c0_g1_i5	TRINITY_DN9715_c0_g1_i5^BCAT2_HUMLU^Aminotran_4
TRINITY_DN9719_c0_g1_i4	TRINITY_DN9719_c0_g1_i4^DTX27_ARATH^MatE
TRINITY_DN9722_c0_g1_i6	TRINITY_DN9722_c0_g1_i6^HC173_ARATH^NmrA
TRINITY_DN972_c0_g1_i5	TRINITY_DN972_c0_g1_i5^IDD2_ARATH^zf-C2H2_6
TRINITY_DN9732_c0_g1_i2	TRINITY_DN9732_c0_g1_i2^ZFP34_ORYSJ^zf-CHY
TRINITY_DN973_c0_g1_i1	TRINITY_DN973_c0_g1_i1^DIM_PEA^FAD_binding_4
TRINITY_DN9742_c0_g1_i1	TRINITY_DN9742_c0_g1_i1^AIR3_ARATH^Peptidase_S8
TRINITY_DN974_c0_g1_i15	TRINITY_DN974_c0_g1_i15^MADS6_ORYSJ^SRF-TF
TRINITY_DN9750_c0_g1_i2	TRINITY_DN9750_c0_g1_i2^RRP14
TRINITY_DN9751_c0_g1_i2	TRINITY_DN9751_c0_g1_i2^SMU2_ARATH^RED_C
TRINITY_DN9751_c0_g1_i4	TRINITY_DN9751_c0_g1_i4^SMU2_ARATH^RED_N
TRINITY_DN9753_c0_g1_i2	TRINITY_DN9753_c0_g1_i2^TYW23_ARATH^TYW3
TRINITY_DN9754_c1_g1_i1	TRINITY_DN9754_c1_g1_i1^MRL7L_ARATH^Thioredoxin
TRINITY_DN9754_c3_g1_i3	TRINITY_DN9754_c3_g1_i3^ARP1_ARATH^RRM_1
TRINITY_DN975_c0_g1_i13	TRINITY_DN975_c0_g1_i13^AHP1_ARATH^Hpt
TRINITY_DN975_c1_g1_i1	TRINITY_DN975_c1_g1_i1^3HIDH_ARATH^KRI1_SCHPO^Kri1^NAD_binding_2
TRINITY_DN975_c1_g1_i10	TRINITY_DN975_c1_g1_i10^KRI1_SCHPO^3HIDH_ARATH^Kri1^NAD_binding_11
TRINITY_DN9768_c0_g1_i1	TRINITY_DN9768_c0_g1_i1^BH020_ARATH^HLH
TRINITY_DN976_c0_g1_i1	TRINITY_DN976_c0_g1_i1^SYEC_ARATH^GST_C
TRINITY_DN9780_c0_g1_i9	TRINITY_DN9780_c0_g1_i9^WDR91_DICDI^WD40
TRINITY_DN9781_c0_g1_i4	TRINITY_DN9781_c0_g1_i4^HDA8_ARATH^Hist_deacetyl
TRINITY_DN9783_c0_g1_i3	TRINITY_DN9783_c0_g1_i3^JASON_ARATH
TRINITY_DN9785_c1_g1_i15	TRINITY_DN9785_c1_g1_i15^LCAT2_ARATH^LCAT
TRINITY_DN9796_c0_g1_i8	TRINITY_DN9796_c0_g1_i8^RK9_PEA^Ribosomal_L9_N
TRINITY_DN97_c0_g1_i4	TRINITY_DN97_c0_g1_i4^KIPK2_ARATH^Pkinase
TRINITY_DN97_c0_g1_i6	TRINITY_DN97_c0_g1_i6^KPK1_PHAVU^Pkinase
TRINITY_DN97_c0_g1_i9	TRINITY_DN97_c0_g1_i9^KIPK2_ARATH^Pkinase
TRINITY_DN9804_c0_g1_i2	TRINITY_DN9804_c0_g1_i2^GLR29_ARATH
TRINITY_DN9809_c0_g1_i3	TRINITY_DN9809_c0_g1_i3^DTX41_ARATH^MatE
TRINITY_DN9810_c0_g1_i2	TRINITY_DN9810_c0_g1_i2^AB4F_ARATH^ABC_tran
TRINITY_DN9821_c0_g1_i2	TRINITY_DN9821_c0_g1_i2^P5CS_VIGAC^AA_kinase
TRINITY_DN9826_c0_g2_i1	TRINITY_DN9826_c0_g2_i1^PADRE
TRINITY_DN9839_c0_g1_i9	TRINITY_DN9839_c0_g1_i9^CHIP_ARATH^TPR_8
TRINITY_DN983_c0_g1_i2	TRINITY_DN983_c0_g1_i2^PIP_ARATH^Abhydrolase_1
TRINITY_DN9840_c0_g1_i1	TRINITY_DN9840_c0_g1_i1^WTR25_ARATH
TRINITY_DN9840_c1_g1_i2	TRINITY_DN9840_c1_g1_i2^WTR35_ARATH^EamA
TRINITY_DN9846_c0_g1_i5	TRINITY_DN9846_c0_g1_i5^CRSH_ARATH^HD_4
TRINITY_DN9855_c0_g1_i2	TRINITY_DN9855_c0_g1_i2^NAD_binding_10
TRINITY_DN985_c0_g1_i2	TRINITY_DN985_c0_g1_i2^Myb_DNA-bind_4
TRINITY_DN986_c0_g1_i1	TRINITY_DN986_c0_g1_i1^PP285_ARATH^DYW_deaminase
TRINITY_DN9870_c0_g1_i1	TRINITY_DN9870_c0_g1_i1^GL11_ARATH^Cupin_1
TRINITY_DN9873_c0_g1_i3	TRINITY_DN9873_c0_g1_i3^TBL39_ARATH^PMR5N
TRINITY_DN9880_c0_g1_i2	TRINITY_DN9880_c0_g1_i2^FBL3_ARATH^LRR_6
TRINITY_DN9881_c0_g1_i2	TRINITY_DN9881_c0_g1_i2^Myb_DNA-bind_7
TRINITY_DN9882_c0_g1_i5	TRINITY_DN9882_c0_g1_i5^YEMB_SCHPO
TRINITY_DN9883_c0_g2_i1	TRINITY_DN9883_c0_g2_i1^LAC5_ARATH^Cu-oxidase_3
TRINITY_DN9886_c0_g2_i4	TRINITY_DN9886_c0_g2_i4^SFGH_ARATH^Esterase
TRINITY_DN9886_c1_g1_i2	TRINITY_DN9886_c1_g1_i2^PKS4_ARATH
TRINITY_DN9887_c0_g1_i1	TRINITY_DN9887_c0_g1_i1^zf-C3HC4_3
TRINITY_DN9887_c0_g2_i6	TRINITY_DN9887_c0_g2_i6^POT1_ARATH^K_trans
TRINITY_DN988_c0_g1_i1	TRINITY_DN988_c0_g1_i1^Y3293_ARATH^WEMBL
TRINITY_DN9893_c0_g1_i1	TRINITY_DN9893_c0_g1_i1^PP262_ARATH^PPR_3
TRINITY_DN989_c0_g2_i3	TRINITY_DN989_c0_g2_i3^4HBT
TRINITY_DN9901_c0_g1_i1	TRINITY_DN9901_c0_g1_i1^DUF1442
TRINITY_DN9907_c0_g1_i1	TRINITY_DN9907_c0_g1_i1^CTPA2_ARATH^Peptidase_S41
TRINITY_DN9907_c0_g1_i4	TRINITY_DN9907_c0_g1_i4^CTPA2_ARATH^Peptidase_S41
TRINITY_DN9915_c0_g1_i2	TRINITY_DN9915_c0_g1_i2^Y4276_ARATH
TRINITY_DN992_c0_g1_i104	TRINITY_DN992_c0_g1_i104^B3GTF_ARATH^Gal-bind_lectin
TRINITY_DN992_c0_g3_i3	TRINITY_DN992_c0_g3_i3^TIR1L_ARATH^F-box_5
TRINITY_DN993_c0_g1_i1	TRINITY_DN993_c0_g1_i1^DNAJ_STAES^DnaJ
TRINITY_DN9941_c0_g1_i9	TRINITY_DN9941_c0_g1_i9^FK161_ARATH^FKBP_C
TRINITY_DN9950_c0_g1_i1	TRINITY_DN9950_c0_g1_i1^PNP1_ARATH^RNase_PH
TRINITY_DN9954_c0_g1_i3	TRINITY_DN9954_c0_g1_i3^RFC2_ARATH^Rad17
TRINITY_DN9957_c0_g1_i7	TRINITY_DN9957_c0_g1_i7^XPB1_ARATH^Helicase_C_3
TRINITY_DN9961_c0_g1_i1	TRINITY_DN9961_c0_g1_i1^AGD14_ARATH^ArfGap
TRINITY_DN9964_c0_g1_i1	TRINITY_DN9964_c0_g1_i1^MPCP1_ARATH^Mito_carr
TRINITY_DN996_c0_g1_i1	TRINITY_DN996_c0_g1_i1^TM230_CHICK^TMEM_230_134
TRINITY_DN9973_c0_g1_i1	TRINITY_DN9973_c0_g1_i1^TCP19_ARATH^TCP
TRINITY_DN9974_c0_g1_i2	TRINITY_DN9974_c0_g1_i2^NP93A_ARATH^Nic96
TRINITY_DN9988_c0_g1_i2	TRINITY_DN9988_c0_g1_i2^BBX22_ARATH^zf-B_box
TRINITY_DN998_c0_g1_i10	TRINITY_DN998_c0_g1_i10^CCDC93_CC
TRINITY_DN998_c0_g2_i2	TRINITY_DN998_c0_g2_i2^SDE2_PONAB^Sde2_N_Ubi
TRINITY_DN9990_c0_g2_i1	TRINITY_DN9990_c0_g2_i1^VPS27_EREGS^FYVE
TRINITY_DN9992_c0_g2_i1	TRINITY_DN9992_c0_g2_i1^PRCC
TRINITY_DN9994_c0_g1_i5	TRINITY_DN9994_c0_g1_i5^C04C1_PINTA^p450^zf-RVT
TransABySS.k25.J356873	TransABySS.k25.J356873^YFHM_BACSU^Abhydrolase_1
TransABySS.k25.J356959	TransABySS.k25.J356959^zf-C3HC
TransABySS.k25.J356969	TransABySS.k25.J356969^RIC4_ARATH^PBD
TransABySS.k25.J357120	TransABySS.k25.J357120^LAZ1_ARATH^Solute_trans_a
TransABySS.k25.J357345	TransABySS.k25.J357345^IP5P6_ARATH
TransABySS.k25.J357475	TransABySS.k25.J357475^ACR9_ARATH
TransABySS.k25.J357549	TransABySS.k25.J357549^SHW1_ARATH
TransABySS.k25.J357694	TransABySS.k25.J357694^BAH1L_ARATH
TransABySS.k25.J357915	TransABySS.k25.J357915^EF4L4_ARATH^Elf4
TransABySS.k25.J357949	TransABySS.k25.J357949^AK2_ARATH^AA_kinase
TransABySS.k25.J358038	TransABySS.k25.J358038^RPAC1_DICDI^RNA_pol_L
TransABySS.k25.J358074	TransABySS.k25.J358074^EamA
TransABySS.k25.J358166	TransABySS.k25.J358166^CAP6_ARATH^ANTH
TransABySS.k25.J358293	TransABySS.k25.J358293^TCPQ_ARATH
TransABySS.k25.J358351	TransABySS.k25.J358351^BABL_CUCSA^Cu_bind_like
TransABySS.k25.J358429	TransABySS.k25.J358429^PAO_ORYSJ^Rieske
TransABySS.k25.J358563	TransABySS.k25.J358563^ASY3_ARATH^ASY3-like
TransABySS.k25.J358680	TransABySS.k25.J358680^P2C51_ORYSJ^PP2C
TransABySS.k25.J358894	TransABySS.k25.J358894^ARGLU
TransABySS.k25.J358902	TransABySS.k25.J358902^CSTR2_ARATH
TransABySS.k25.J358915	TransABySS.k25.J358915^UVB31_ARATH^DUF760
TransABySS.k25.J358919	TransABySS.k25.J358919^KAD6_ARATH^AAA_18
TransABySS.k25.J359135	TransABySS.k25.J359135^UFSP_ARATH^UfSP2_N
TransABySS.k25.J359147	TransABySS.k25.J359147^CFM9_ARATH^CRS1_YhbY
TransABySS.k25.J359299	TransABySS.k25.J359299^HD16N_ORYSJ
TransABySS.k25.J359306	TransABySS.k25.J359306^MSTO1_MOUSE^Misat_Tub_SegII
TransABySS.k25.J359360	TransABySS.k25.J359360^Y4744_ARATH^LRR_1
TransABySS.k25.J359492	TransABySS.k25.J359492^SALR_PAPBR^adh_short
TransABySS.k25.J359582	TransABySS.k25.J359582^NES_SOYBN^Terpene_synth
TransABySS.k25.J359631	TransABySS.k25.J359631^Y5258_ARATH^Dabb
TransABySS.k25.J359690	TransABySS.k25.J359690^GPX5_ARATH^GSHPx
TransABySS.k25.J359738	TransABySS.k25.J359738^Y1015_ARATH
TransABySS.k25.J359757	TransABySS.k25.J359757^Transposase_21
TransABySS.k25.J359824	TransABySS.k25.J359824^APRF1_ARATH^WD40
TransABySS.k25.J359826	TransABySS.k25.J359826^ALFC1_PEA^Glycolytic
TransABySS.k25.J359910	TransABySS.k25.J359910^ABIL5_ORYSJ
TransABySS.k25.J359927	TransABySS.k25.J359927^SELO_AZOSB^SelO
TransABySS.k25.J360035	TransABySS.k25.J360035^PMD
TransABySS.k25.J360087	TransABySS.k25.J360087^FRDA_ARATH^Frataxin_Cyay
TransABySS.k25.J360194	TransABySS.k25.J360194^CLO_ARATH^EFTUD2
TransABySS.k25.J360221	TransABySS.k25.J360221^NINJA_TOBAC^TDBD
TransABySS.k25.J360245	TransABySS.k25.J360245^TXN4B_HUMAN^DIM1
TransABySS.k25.J360674	TransABySS.k25.J360674^COQ3_ARATH^YLW2_SCHPO^2OG-FeII_Oxy_2
TransABySS.k25.J360690	TransABySS.k25.J360690^RK2_PHAVU^Ribosomal_L2
TransABySS.k25.J360788	TransABySS.k25.J360788^Y1673_SYNY3^SpoU_methylase
TransABySS.k25.J360828	TransABySS.k25.J360828^OTU12_ARATH^OTU
TransABySS.k25.J360855	TransABySS.k25.J360855^ODR4_HUMAN^ODR4-like
TransABySS.k25.J360867	TransABySS.k25.J360867^WD40
TransABySS.k25.J360907	TransABySS.k25.J360907^TPR1_ARATH
TransABySS.k25.J361296	TransABySS.k25.J361296^SRL1_ARATH^PRP38
TransABySS.k25.J361307	TransABySS.k25.J361307^PROT1_ARATH^PROT3_ARATH^Aa_trans
TransABySS.k25.J361552	TransABySS.k25.J361552^MIOX_ORYSJ
TransABySS.k25.J361768	TransABySS.k25.J361768^GLGB_ORYSJ
TransABySS.k25.J361829	TransABySS.k25.J361829^FAD3C_SOYBN^DUF3474
TransABySS.k25.J361903	TransABySS.k25.J361903^NIC1_ARATH^Isochorismatase
TransABySS.k25.J362075	TransABySS.k25.J362075^RSS3_ORYSJ
TransABySS.k25.J362171	TransABySS.k25.J362171^RT03_PETHY^Ribosomal_S3_C
TransABySS.k25.J362329	TransABySS.k25.J362329^ASHR1_ARATH^SET
TransABySS.k25.J362374	TransABySS.k25.J362374^RNZ1_ARATH^Lactamase_B_2
TransABySS.k25.J362445	TransABySS.k25.J362445^YQGF_LACE2^RuvX
TransABySS.k25.J362576	TransABySS.k25.J362576^PURU1_ARATH^Formyl_trans_N
TransABySS.k25.J362594	TransABySS.k25.J362594^DUF1295
TransABySS.k25.J362735	TransABySS.k25.J362735^Surp
TransABySS.k25.J362852	TransABySS.k25.J362852^BRE1A_ORYSI
TransABySS.k25.J362855	TransABySS.k25.J362855^RSMH_HELMO^Methyltransf_5
TransABySS.k25.J362982	TransABySS.k25.J362982^MT21D_MOUSE^Methyltransf_16
TransABySS.k25.J363006	TransABySS.k25.J363006^TPPC5_DICDI^TRAPP
TransABySS.k25.J363095	TransABySS.k25.J363095^LNK2_ARATH
TransABySS.k25.J363502	TransABySS.k25.J363502^Complex1_LYR
TransABySS.k25.J363554	TransABySS.k25.J363554^RBM18_DANRE^RRM_1
TransABySS.k25.J363635	TransABySS.k25.J363635^GRS15_ARATH^Glutaredoxin
TransABySS.k25.J363638	TransABySS.k25.J363638^AUR1_ARATH^Pkinase
TransABySS.k25.J363673	TransABySS.k25.J363673^HD16N_ORYSJ
TransABySS.k25.J363739	TransABySS.k25.J363739^FLA7_ARATH^Fasciclin
TransABySS.k25.J363771	TransABySS.k25.J363771^VTE7_ARATH
TransABySS.k25.J364008	TransABySS.k25.J364008^ROG1_YEAST^DUF676
TransABySS.k25.J364076	TransABySS.k25.J364076^CRIM1_ARATH^WCOR413
TransABySS.k25.J364100	TransABySS.k25.J364100^GATA5_ARATH^GATA
TransABySS.k25.J364341	TransABySS.k25.J364341^ETOL1_ARATH
TransABySS.k25.J364405	TransABySS.k25.J364405^Y1686_ARATH
TransABySS.k25.J364417	TransABySS.k25.J364417^HLS1_ARATH^Acetyltransf_1
TransABySS.k25.J364479	TransABySS.k25.J364479^PBL34_ARATH
TransABySS.k25.J364574	TransABySS.k25.J364574^B561G_ARATH^DUF568
TransABySS.k25.J364580	TransABySS.k25.J364580^MGE2_ARATH^GrpE
TransABySS.k25.J364654	TransABySS.k25.J364654^STY13_ARATH^PK_Tyr_Ser-Thr
TransABySS.k25.J364669	TransABySS.k25.J364669^TTHL_ARATH^OHCU_decarbox
TransABySS.k25.J364785	TransABySS.k25.J364785^UMP2_ARATH
TransABySS.k25.J364837	TransABySS.k25.J364837^WTR44_ARATH^EamA
TransABySS.k25.J364933	TransABySS.k25.J364933^GCN5_ARATH^Acetyltransf_1
TransABySS.k25.J364963	TransABySS.k25.J364963^Ribosomal_L30
TransABySS.k25.J365069	TransABySS.k25.J365069^DOF25_ARATH
TransABySS.k25.J365150	TransABySS.k25.J365150^PBL21_ARATH
TransABySS.k25.J365239	TransABySS.k25.J365239^XS
TransABySS.k25.J365317	TransABySS.k25.J365317^ACR6_ARATH
TransABySS.k25.J365439	TransABySS.k25.J365439^COPZ1_ARATH
TransABySS.k25.J365597	TransABySS.k25.J365597^GT14A_ARATH^Branch
TransABySS.k25.J365882	TransABySS.k25.J365882^BL1S2_ARATH^BLOC1_2
TransABySS.k25.J365920	TransABySS.k25.J365920^AP1G1_ARATH
TransABySS.k25.J365944	TransABySS.k25.J365944^CADH6_ORYSJ^ADH_zinc_N
TransABySS.k25.J366114	TransABySS.k25.J366114^F6H13_IPOBA^DIOX_N
TransABySS.k25.J366268	TransABySS.k25.J366268^BH143_ARATH
TransABySS.k25.J366552	TransABySS.k25.J366552^APT1_ARATH^Pribosyltran
TransABySS.k25.J366678	TransABySS.k25.J366678^MFS_1
TransABySS.k25.J366694	TransABySS.k25.J366694^PPR16_ARATH^PPR
TransABySS.k25.J366773	TransABySS.k25.J366773^H1_EUPES^Linker_histone
TransABySS.k25.J366957	TransABySS.k25.J366957^SMC_Nse1
TransABySS.k25.J367130	TransABySS.k25.J367130^SWET2_ARATH
TransABySS.k25.J367143	TransABySS.k25.J367143^GCD1_ORYSJ^MRP-L20
TransABySS.k25.J367590	TransABySS.k25.J367590^NDUB9_ARATH^Complex1_LYR
TransABySS.k25.J367849	TransABySS.k25.J367849^CCD4_ARATH^RPE65
TransABySS.k25.J367855	TransABySS.k25.J367855^Transposase_28
TransABySS.k25.J367892	TransABySS.k25.J367892^Methyltransf_16
TransABySS.k25.J367903	TransABySS.k25.J367903^UGPA3_ARATH
TransABySS.k25.J367920	TransABySS.k25.J367920^CD48B_ARATH^AAA
TransABySS.k25.J368123	TransABySS.k25.J368123^LRR_6
TransABySS.k25.J368267	TransABySS.k25.J368267^NAC73_ARATH^NAM
TransABySS.k25.J368353	TransABySS.k25.J368353^AGL12_ARATH^SRF-TF
TransABySS.k25.J368396	TransABySS.k25.J368396^NAC73_ARATH^NAM
TransABySS.k25.J368534	TransABySS.k25.J368534^Polyketide_cyc2
TransABySS.k25.J368776	TransABySS.k25.J368776^UBC1_ARATH
TransABySS.k25.J368784	TransABySS.k25.J368784^GATA1_ARATH^GATA
TransABySS.k25.J369138	TransABySS.k25.J369138^SIP21_ARATH^MIP
TransABySS.k25.J369226	TransABySS.k25.J369226^U83A1_ARATH^UDPGT
TransABySS.k25.J369300	TransABySS.k25.J369300^ARC5A_ARATH^P16-Arc
TransABySS.k25.J369518	TransABySS.k25.J369518^YIPF1_DICDI^Yip1
TransABySS.k25.J369659	TransABySS.k25.J369659^OFT38_ARATH^O-FucT
TransABySS.k25.J369679	TransABySS.k25.J369679^HNH
TransABySS.k25.J369713	TransABySS.k25.J369713^RUG3_ARATH^RCC1
TransABySS.k25.J369716	TransABySS.k25.J369716^Y2446_ARATH^NmrA
TransABySS.k25.J369763	TransABySS.k25.J369763^WRK69_ARATH^WRKY
TransABySS.k25.J369966	TransABySS.k25.J369966^LRR_6
TransABySS.k25.J370173	TransABySS.k25.J370173^Dynein_light
TransABySS.k25.J370264	TransABySS.k25.J370264^RBGPR_DROME^RAB3GAP2_N
TransABySS.k25.J370395	TransABySS.k25.J370395^ACBP_RICCO
TransABySS.k25.J370523	TransABySS.k25.J370523^RBG7_ARATH^RRM_1
TransABySS.k25.J370775	TransABySS.k25.J370775^ECH1P_ARATH^ECH_1
TransABySS.k25.J371004	TransABySS.k25.J371004^PFKA1_ARATH
TransABySS.k25.J371125	TransABySS.k25.J371125^ADF_VITVI^Cofilin_ADF
TransABySS.k25.J371145	TransABySS.k25.J371145^SF3A1_ARATH^Surp
TransABySS.k25.J371346	TransABySS.k25.J371346^STR4A_ARATH
TransABySS.k25.J371425	TransABySS.k25.J371425^ULT1_ARATH
TransABySS.k25.J371525	TransABySS.k25.J371525^HIP21_ARATH^HMA
TransABySS.k25.J371533	TransABySS.k25.J371533^SDE5_ARATH^DUF1771
TransABySS.k25.J371707	TransABySS.k25.J371707^PMEI3_ARATH^PMEI
TransABySS.k25.J371781	TransABySS.k25.J371781^MINE1_ARATH^MinE
